0,0,0,0,7,80,82,81,80,81,23,0,0,0,0,0
0,0,0,7,8,224,225,226,227,228,24,23,0,0,96,0
0,70,71,2,16,229,230,231,232,233,16,18,64,65,97,96
0,72,73,3,16,16,16,16,16,16,16,17,66,67,0,97
0,74,75,2,16,16,16,16,16,16,16,19,68,69,0,0
0,0,140,141,142,16,16,16,16,16,16,18,64,65,0,96
0,0,143,175,191,16,16,16,16,16,16,19,66,67,0,97
96,0,207,255,16,16,16,16,16,16,16,19,68,69,0,0
97,64,65,2,16,16,16,16,16,16,16,18,0,0,64,65
0,66,67,2,16,16,16,16,16,16,16,17,0,0,66,67
0,68,69,2,16,16,16,16,16,16,16,19,64,65,68,69
0,0,0,3,16,16,16,16,16,16,16,18,66,67,0,96
0,70,71,3,16,16,16,16,16,16,16,19,68,69,0,97
96,72,73,240,243,244,245,246,247,244,243,248,0,96,0,0
97,74,75,241,16,16,16,16,16,16,16,249,0,97,64,65
96,0,0,242,61,79,79,79,79,79,61,250,0,96,66,67
97,0,0,1,16,16,16,16,16,16,16,19,0,97,68,69
0,70,71,2,16,16,16,16,16,16,235,236,237,0,0,96
0,72,73,3,16,16,16,16,16,16,238,239,251,0,0,97
0,74,75,2,16,16,16,16,16,16,16,252,253,0,0,0
0,0,140,141,142,16,16,16,16,16,16,18,0,0,0,96
0,0,143,175,191,16,16,16,16,16,16,17,0,96,0,97
96,0,207,255,16,16,16,16,16,16,16,19,0,97,0,0
97,64,65,2,16,16,16,16,16,16,16,18,64,65,0,0
0,66,67,2,16,16,16,16,16,16,16,19,66,67,0,0
0,68,69,2,16,16,16,16,16,16,16,18,68,69,96,0
0,0,140,141,142,16,16,16,16,16,16,17,0,0,97,0
0,0,143,175,191,16,16,16,16,16,16,18,0,0,70,71
96,0,207,255,16,16,16,16,16,16,16,19,0,0,72,73
97,70,71,2,16,16,16,16,16,16,235,236,237,0,74,75
0,72,73,2,16,16,16,16,16,16,238,239,251,64,65,0
0,74,75,1,16,16,16,16,16,16,16,252,253,66,67,0
0,0,0,1,16,16,32,33,34,16,16,18,0,68,69,0
70,71,0,1,16,16,16,16,16,16,16,18,0,0,0,96
72,73,0,6,16,16,16,16,16,16,27,28,96,0,0,97
74,75,4,5,16,16,16,16,16,16,26,0,97,70,71,0
0,0,6,16,16,16,16,16,16,27,28,0,0,72,73,0
0,4,5,16,16,16,16,16,16,26,96,64,65,74,75,0
0,6,16,16,16,16,16,16,27,28,97,66,67,0,0,0
4,5,16,16,16,16,16,16,26,0,0,68,69,0,96,0
3,16,16,16,16,16,16,16,18,70,71,0,0,0,97,0
3,16,16,16,16,16,16,16,19,72,73,0,96,0,64,65
2,16,16,16,16,16,16,16,18,74,75,0,97,0,66,67
3,16,16,16,16,16,16,235,236,237,0,0,0,0,68,69
